"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HJ262","Commending the Iranian-American Community Center.","H0380","Reaser","","Bill text as passed House and Senate (HJ262ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ262","3/6/2026","HJ262ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ263","Commending Louisa County High School's Career and Technical Education program.","H0371","Laufer","","Bill text as passed House and Senate (HJ263ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ263","3/6/2026","HJ263ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ264","Commending the Virginia Department of Conservation and Recreation.","H0239","Lopez","","Bill text as passed House and Senate (HJ264ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ264","3/6/2026","HJ264ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ265","Celebrating the life of Jada Mairin Samitt.","H0402","Schmidt","","Bill text as passed House and Senate (HJ265ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ265","3/6/2026","HJ265ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/6/2026","H5601"
"HJ266","Commending the Reverend Dr. Kevin G. Swann.","H0284","Price","","Bill text as passed House and Senate (HJ266ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ266","3/6/2026","HJ266ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ267","Commending Community Eligibility Provision schools in Virginia.","H0284","Price","","Bill text as passed House and Senate (HJ267ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/13/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ267","3/6/2026","HJ267ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ268","Celebrating the life of Irene Cuda Rosenbaum.","H0305","Tran","","Bill text as passed House and Senate (HJ268ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ268","3/6/2026","HJ268ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/6/2026","H5601"
"HJ269","Commending Winn's Baptist Church.","H0259","Fowler","","Bill text as passed House and Senate (HJ269ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ269","3/6/2026","HJ269ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/6/2026","H5601"
"HJ270","Commending the Norfolk State University Alumni Association Portsmouth Chapter.","H0322","Scott, D.","","Bill text as passed House and Senate (HJ270ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ270","3/8/2026","HJ270ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/8/2026","H5601"
"HJ271","Celebrating the life of Wayne Oliver Pryor.","H0212","Carr","","Bill text as passed House and Senate (HJ271ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ271","3/8/2026","HJ271ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/8/2026","H5601"
"HJ272","Commending Harold Fitrer, Ed.D.","H0212","Carr","","Bill text as passed House and Senate (HJ272ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ272","3/8/2026","HJ272ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/8/2026","H5601"
"HJ273","Commending Blue Ridge Literacy.","H0266","Rasoul","","Bill text as passed House and Senate (HJ273ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ273","3/9/2026","HJ273ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ274","Commending New Horizons Healthcare.","H0266","Rasoul","","Bill text as passed House and Senate (HJ274ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ274","3/9/2026","HJ274ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ275","Celebrating the life of Irene Adele White.","H0351","Seibold","","Bill text as passed House and Senate (HJ275ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ275","3/9/2026","HJ275ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ276","Commending Meredith Farrar-Owens.","H0356","Cousins","","Bill text as passed House and Senate (HJ276ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ276","3/9/2026","HJ276ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ277","Commending the National Women's Political Caucus of Virginia.","H0389","Cole, N.T.","","Bill text as passed House and Senate (HJ277ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ277","3/9/2026","HJ277ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ278","Commending Caroline's Promise.","H0389","Cole, N.T.","","Bill text as passed House and Senate (HJ278ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ278","3/9/2026","HJ278ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ279","Commending Andrea Miller.","H0389","Cole, N.T.","","Bill text as passed House and Senate (HJ279ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ279","3/9/2026","HJ279ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ280","Celebrating the life of the Honorable Gerald Edward Connolly.","H0108","Watts","","Bill text as passed House and Senate (HJ280ER)","4/13/2026","","Agreed to by Senate","3/13/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ280","3/9/2026","HJ280ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ281","Commending Romuald Lipinski.","H0108","Watts","","Bill text as passed House and Senate (HJ281ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ281","3/9/2026","HJ281ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ282","Commending Glasgow Middle School.","H0108","Watts","","Bill text as passed House and Senate (HJ282ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ282","3/9/2026","HJ282ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ283","Commending Sergeant Dianne M. Dowdy.","H0227","Torian","","Bill text as passed House and Senate (HJ283ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ283","3/9/2026","HJ283ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ284","Commending the Patrick Henry High School Scholastic Bowl team.","H0242","O'Quinn","","Bill text as passed House and Senate (HJ284ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ284","3/9/2026","HJ284ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ285","Commending Strongwell.","H0242","O'Quinn","","Bill text as passed House and Senate (HJ285ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ285","3/9/2026","HJ285ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ286","Celebrating the life of Robert Dean Clary.","H0347","Wachsmann","","Bill text as passed House and Senate (HJ286ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ286","3/9/2026","HJ286ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ287","Commending Birth in Color.","H0404","Franklin, M.A.","","Bill text as passed House and Senate (HJ287ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ287","3/9/2026","HJ287ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ288","Commending the Haymarket Police Department.","H0382","Thomas","","Bill text as passed House and Senate (HJ288ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ288","3/9/2026","HJ288ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ289","Commending the Haymarket Regional Food Pantry.","H0382","Thomas","","Bill text as passed House and Senate (HJ289ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ289","3/9/2026","HJ289ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ290","Celebrating the life of Mary Gay Cobb Koerber.","H0382","Thomas","","Bill text as passed House and Senate (HJ290ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ290","3/9/2026","HJ290ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ291","Commending the Danville Pittsylvania Chamber of Commerce.","H0401","Whittle","","Bill text as passed House and Senate (HJ291ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ291","3/9/2026","HJ291ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ292","Commending Melinda Dalton.","H0401","Whittle","","Bill text as passed House and Senate (HJ292ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ292","3/9/2026","HJ292ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ293","Commending Jaunt.","H0354","Callsen","","Bill text as passed House and Senate (HJ293ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ293","3/9/2026","HJ293ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ294","Commending the Reverend Dr. Lehman D. Bates II.","H0371","Laufer","","Bill text as passed House and Senate (HJ294ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ294","3/9/2026","HJ294ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ295","Commending Teresa Jackson Walker-Price.","H0354","Callsen","","Bill text as passed House and Senate (HJ295ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ295","3/9/2026","HJ295ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ296","Commending Margot Lee Shetterly.","H0354","Callsen","","Bill text as passed House and Senate (HJ296ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ296","3/9/2026","HJ296ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ297","Commending the McGuffey Art Center.","H0354","Callsen","","Bill text as passed House and Senate (HJ297ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ297","3/9/2026","HJ297ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ298","Commending Child Health Partnership.","H0354","Callsen","","Bill text as passed House and Senate (HJ298ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ298","3/9/2026","HJ298ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ299","Commending Richard Bonnie.","H0354","Callsen","","Bill text as passed House and Senate (HJ299ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ299","3/9/2026","HJ299ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ300","Commending Piedmont Court Appointed Special Advocates.","H0354","Callsen","","Bill text as passed House and Senate (HJ300ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ300","3/9/2026","HJ300ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ301","Commending the Charlottesville Invasive Plant Partnership.","H0354","Callsen","","Bill text as passed House and Senate (HJ301ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ301","3/9/2026","HJ301ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ302","Commending Brandon Kim.","H0344","Shin","","Bill text as passed House and Senate (HJ302ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ302","3/9/2026","HJ302ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ303","Commending the Town of Herndon Parks & Recreation Department.","H0344","Shin","","Bill text as passed House and Senate (HJ303ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ303","3/9/2026","HJ303ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ304","Commending Pinecrest Swim and Tennis Club.","H0344","Shin","","Bill text as passed House and Senate (HJ304ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ304","3/9/2026","HJ304ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ305","Celebrating the life of Brian Robert Bilheimer.","H0382","Thomas","","Bill text as passed House and Senate (HJ305ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ305","3/9/2026","HJ305ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ306","Celebrating the life of Thomas Vincent Van Auken, Jr.","H0327","Willett","","Bill text as passed House and Senate (HJ306ER)","4/13/2026","","Agreed to by Senate","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ306","3/9/2026","HJ306ER","4/13/2026","","","","","","","","","H5601","S5003","","","","3/9/2026","H5601"
"HJ307","Commending the Herndon Swim Club.","H0344","Shin","","Bill text as passed House and Senate (HJ307ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ307","3/9/2026","HJ307ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ308","Commending Jeannine Prokop.","H0344","Shin","","Bill text as passed House and Senate (HJ308ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ308","3/9/2026","HJ308ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ309","Commending Craig-Botetourt Electric Cooperative.","H0393","Franklin, L.V.","","Bill text as passed House and Senate (HJ309ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ309","3/9/2026","HJ309ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ310","Commending the Western Virginia Emergency Medical Services Council, Inc.","H0393","Franklin, L.V.","","Bill text as passed House and Senate (HJ310ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ310","3/9/2026","HJ310ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ311","Commending Virginia Youth Poet Laureate.","H0349","Glass","","Bill text as passed House and Senate (HJ311ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/13/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ311","3/9/2026","HJ311ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ312","Commending Task Force Francine.","H0212","Carr","","Bill text as passed House and Senate (HJ312ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ312","3/9/2026","HJ312ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ313","Commending the Black Faculty and Staff Caucus of Virginia Tech.","H0393","Franklin, L.V.","","Bill text as passed House and Senate (HJ313ER)","4/13/2026","","Agreed to by Senate Block Vote (Voice Vote)","3/12/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ313","3/9/2026","HJ313ER","4/13/2026","","","","","","","","","H5601","S5005","","","","3/9/2026","H5601"
"HJ314","Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.","H0340","Maldonado","","Introduced bill reprinted 26109688D","3/11/2026","","","","","","","","N","N","N","N","N","N","N","N","HJ314","3/11/2026","","","","","","","","","","","H4644","","","","","3/11/2026","H4644"
"HJ315","Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.","H0340","Maldonado","","Bill text as passed House and Senate (HJ315ER)","4/16/2026","","Agreed to by Senate (39-Y 0-N 0-A)","3/13/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ315","3/13/2026","HJ315ER","4/16/2026","","","","","","","","","H5601","S5130","","","","3/13/2026","H5601"
"HJ316","General Assembly; House Bill No. 30 to be carried over to a 2026 Special Session.","H0208","Herring","","Bill text as passed House and Senate (HJ316ER)","4/13/2026","","Rules suspended (38-Y 0-N 0-A)","3/14/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ316","3/14/2026","HJ316ER","4/13/2026","","","","","","","","","H5601","S4150","","","","3/14/2026","H5601"
"HJ317","General Assembly; Governor to call special session, establishing a schedule for conduct of business.","H0208","Herring","","Bill text as passed House and Senate (HJ317ER)","4/13/2026","","Rules suspended (38-Y 0-N 0-A)","3/14/2026","","","","","N","Y","Y","Y","N","N","N","N","HJ317","3/14/2026","HJ317ER","4/13/2026","","","","","","","","","H5601","S4150","","","","3/14/2026","H5601"
"HR1","Celebrating the life of Christina Kaye Shinall.","H0224","Morefield","","Bill text as passed House (HR1ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR1","11/24/2025","HR1ER","4/16/2026","","","","","","","","","H5601","","","","","11/24/2025","H5601"
"HR2","Celebrating the life of Brenda Mozelle Barnett Lawson.","H0224","Morefield","","Bill text as passed House (HR2ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR2","12/10/2025","HR2ER","4/16/2026","","","","","","","","","H5601","","","","","12/10/2025","H5601"
"HR3","National Infrastructure Bank; urging Congress to create to finance infrastructure projects.","H0301","Reid","H20","Left in Rules","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HR3","1/7/2026","","","","","","","","","","","H2094","","","","","1/7/2026","H2094"
"HR4","Crisis Recovery Support Network; expressing support.","H0335","Cherry","H20","Bill text as passed House (HR4ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR4","1/13/2026","HR4ER","4/16/2026","","","","","","","","","H5601","","","","","1/13/2026","H5601"
"HR5","Right to reproductive freedom; legal effects & consequences of a constitutional amendment.","H0383","Zehr","H20","Left in Rules","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HR5","1/13/2026","","","","","","","","","","","H2094","","","","","1/13/2026","H2094"
"HR6","House of Delegates; establishing rules for the 2026-2027 Sessions of the General Assembly.","H0208","Herring","","Bill text as passed House (HR6ER)","4/15/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR6","1/13/2026","HR6E","1/14/2026","HR6ER","4/15/2026","","","","","","","H5601","","","","","1/13/2026","H5601"
"HR7","House of Delegates; salaries, contingent and incidental expenses.","H0227","Torian","","Bill text as passed House (HR7ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR7","1/14/2026","HR7ER","4/16/2026","","","","","","","","","H5601","","","","","1/14/2026","H5601"
"HR8","Celebrating the life of Kenneth Mason Easley, Jr.","H0285","Hayes","","Bill text as passed House (HR8ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR8","1/14/2026","HR8ER","4/16/2026","","","","","","","","","H5601","","","","","1/14/2026","H5601"
"HR9","Retirement System's retirement plans; JLARC to study adequacy, equity, and workforce impacts.","H0340","Maldonado","H20","Left in Rules","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HR9","1/16/2026","","","","","","","","","","","H2094","","","","","1/16/2026","H2094"
"HR10","Celebrating the life of Mirabella Jean Michael Ward.","H0224","Morefield","","Bill text as passed House (HR10ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR10","1/19/2026","HR10ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR11","Commending Robert L. Bailey.","H0325","Walker","","Bill text as passed House (HR11ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR11","1/19/2026","HR11ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR12","Commending Ryan M. Zuidema.","H0325","Walker","","Bill text as passed House (HR12ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR12","1/19/2026","HR12ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR13","Commending the Academy of Music Theatre.","H0325","Walker","","Bill text as passed House (HR13ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR13","1/19/2026","HR13ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR14","Commending the E.C. Glass High School marching band.","H0325","Walker","","Bill text as passed House (HR14ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR14","1/19/2026","HR14ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR15","Commending Richard D. Hinkley.","H0325","Walker","","Bill text as passed House (HR15ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR15","1/19/2026","HR15ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR16","Commending Thomas Road Baptist Church.","H0325","Walker","","Bill text as passed House (HR16ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR16","1/19/2026","HR16ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR17","Commending Alison Morrison-Shetlar, Ph.D.","H0325","Walker","","Bill text as passed House (HR17ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR17","1/19/2026","HR17ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR18","Commending the Brentsville Future Farmers of America.","H0297","Guzman","","Bill text as passed House (HR18ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR18","1/19/2026","HR18ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR19","Commending Hunter Ringer.","H0297","Guzman","","Bill text as passed House (HR19ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR19","1/19/2026","HR19ER","4/16/2026","","","","","","","","","H5601","","","","","1/19/2026","H5601"
"HR20","Commending Eddie Thomas.","H0056","Kilgore","","Bill text as passed House (HR20ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR20","1/20/2026","HR20ER","4/16/2026","","","","","","","","","H5601","","","","","1/20/2026","H5601"
"HR21","Commending First Baptist Church of Midlothian.","H0124","Ware","","Bill text as passed House (HR21ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR21","1/20/2026","HR21ER","4/16/2026","","","","","","","","","H5601","","","","","1/20/2026","H5601"
"HR22","Commending Sharon United Methodist Church.","H0347","Wachsmann","","Bill text as passed House (HR22ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR22","1/20/2026","HR22ER","4/16/2026","","","","","","","","","H5601","","","","","1/20/2026","H5601"
"HR23","Commending Chesapeake Regional Healthcare.","H0285","Hayes","","Bill text as passed House (HR23ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR23","1/21/2026","HR23ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR24","Judges; nominations for election to circuit court.","H0340","Maldonado","","Bill text as passed House (HR24ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR24","1/21/2026","HR24ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR25","Judges; nominations for election to general district court.","H0340","Maldonado","","Bill text as passed House (HR25ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR25","1/21/2026","HR25ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR26","Judges; nominations for election to juvenile and domestic relations district court.","H0340","Maldonado","","Bill text as passed House (HR26ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR26","1/21/2026","HR26ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR27","Nominating a person to be elected as a member of the State Corporation Commission.","H0173","Ward","","Bill text as passed House (HR27ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR27","1/21/2026","HR27ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR28","Nominating a person to be elected to the Virginia Workers' Compensation Commission.","H0173","Ward","","Bill text as passed House (HR28ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR28","1/21/2026","HR28ER","4/16/2026","","","","","","","","","H5601","","","","","1/21/2026","H5601"
"HR29","Commending Occohannock Elementary School.","H0267","Bloxom","","Bill text as passed House (HR29ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR29","1/22/2026","HR29ER","4/16/2026","","","","","","","","","H5601","","","","","1/22/2026","H5601"
"HR30","Commending Broadwater Academy.","H0267","Bloxom","","Bill text as passed House (HR30ER)","4/16/2026","","","","","","","","N","Y","N","Y","N","N","N","N","HR30","1/22/2026","HR30ER","4/16/2026","","","","","","","","","H5601","","","","","1/22/2026","H5601"
